@relation 'all-weka.filters.unsupervised.attribute.Reorder-R1,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,4-weka.filters.unsupervised.attribute.Reorder-R1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,15'

@attribute alejado numeric
@attribute battery_l numeric
@attribute battery_t numeric
@attribute bw numeric
@attribute devid {63958117e9438e16,2440f9791015c9aa,c8afba09e53d8531,90a72847e24050d1,22dee25d96b05f3e,68af49bcc059f325,8e16d706819d2e0c,7bf44203a040cdc1,acf1f4860469c6fd,94693d24cc813c3f,21499054c7994fc4,7b3d12955096c795,e2f3a59016564a22,da864a689e433b5e,751666ecdd98bfd3,c4a9b97bec0deec7,ffdd93d674719bbc,11d70c1436d1ce27,4261a8320ddd09d0,2e9b9b3b97476bf5,1d966fc8f0e98430,9f174fc0bd3480a6,d88a327ce250630,9c19bb5d04be923e,790c227141314780,bbe3002f6e378eed,e64bbee157aededc,4192432e1cf42d52,6e85b338913ae764,d554e3b29fe24a3b,c35c6393398f7068,4c3dfa2cea50e9bb,332d672c51091609,61d848e7503b5852,867fe59be043d779,a1f8f29e35209a42,4504da30b01769b7,7e4cfd066dafa944,9de8b4b98c575ea5,5a92d851bc704d,a6fb86ca165ca918,65e49509039eb913,247e4508ec4521f9,6c3fa7f635a073f5,7caeb732fb3ad6af,344404a75543aaf0,0264ea70c8976793,3c66f51dbc94d163,dcceb1b848daf324,6f2a6c95c065c7a3,f25d48f8931ef23f,c43e0a23ab297d87,bd016d8f3093b6a4,867287031950897,a32d3af596578938,81410329db99223d,2f41118c2aee66ae,a208a7c4a26d8df7,d71847dfd6b46fcd}
@attribute df_delay numeric
@attribute df_saltos numeric
@attribute ds numeric
@attribute dv_delay numeric
@attribute dv_saltos numeric
@attribute indice_en_prueba numeric
@attribute indice_intervalo numeric
@attribute mood numeric
@attribute ns numeric
@attribute prueba_nro numeric
@attribute ram numeric
@attribute sdk numeric
@attribute st numeric
@attribute t_cpu numeric
@attribute app_foreground {com.whatsapp,com.android.chrome,org.pol.jmgo.qoesurveyor,com.android.vending,com.twitter.android,com.netflix.mediaclient,android,com.sec.android.app.launcher,com.android.settings,com.google.android.youtube,com.android.launcher,com.itau.latam.py.tarjetas,com.internet.speed.meter.lite,com.facebook.lite,com.facebook.katana,com.android.vpndialogs,com.samsung.android.email.provider,com.zerodesktop.appdetox.qualitytime,com.juvomobileinc.tigoshop.py,com.android.systemui,org.telegram.plus,com.sec.android.app.sbrowser,com.spotify.music,com.facebook.moments,com.ACP.ClinicalGuidelines,py.com.abc.abctv,uk.co.bbc.mundo,org.khanacademy.android,com.adobe.psmobile,com.samsung.android.incallui,com.scdgroup.app.englishspeakvocal,com.google.android.googlequicksearchbox,com.google.android.apps.maps,jp.konami.duellinks,com.lge.launcher2,com.huawei.android.launcher,com.google.android.apps.docs,com.samsung.android.spay,com.adobe.reader,com.garmin.android.apps.connectmobile,com.android.incallui,com.sonyericsson.home,com.waze,com.musixmatch.android.lyrify,net.oneplus.launcher,com.google.android.gms,com.android.phone,com.jaraxa.todocoleccion,com.supercell.clashofclans,com.sonelli.juicessh,com.instagram.android,py.com.itau.tokpag,org.mozilla.firefox,com.android.launcher3,com.amazon.avod.thirdpartyclient}
@attribute mos {1,2,3,4,5}

@data
238420,40,39.4,52074.919105,344404a75543aaf0,517.666667,1,?,161.666667,17,4,3,4,3,2,837.666667,?,?,58.333333,com.google.android.youtube,5
288491,39.75,40.55,1175141.242938,344404a75543aaf0,129.25,1,?,84.25,17,5,4,4,3.266667,2,789.25,?,?,64.25,com.google.android.youtube,5
345034,38.333333,41.166667,1311288.212204,344404a75543aaf0,122.25,1,?,86.75,17,6,5,4,3.4,2,773.333333,?,?,62,com.android.phone,5
398346,38,40.2,702747.497928,344404a75543aaf0,136.5,1,?,102.5,17,7,6,4,3.32,2,771,?,?,57.666667,com.google.android.youtube,5
453848,38,39.65,2652550.529355,344404a75543aaf0,715.666667,1,?,216.666667,17,8,7,4,3,2,786.5,?,?,55,com.google.android.youtube,5
509459,38,38.866667,6100719.42446,344404a75543aaf0,255.666667,1,?,161.333333,17,9,8,4,3.2,2,785,?,?,53,com.google.android.youtube,5
565622,36.666667,39.6,943699.731903,344404a75543aaf0,298,1,?,101.75,17,10,9,?,3.266667,2,777.333333,?,?,58,com.google.android.youtube,5
17522,35.666667,39.733333,32047.619048,344404a75543aaf0,109.333333,1,?,86.666667,17,1,10,?,?,4,779.333333,?,?,58.666667,com.google.android.youtube,5
128628,34,39.766667,751173.70892,344404a75543aaf0,130.666667,1,?,92.333333,17,2,11,?,3.4,4,790.333333,?,?,57,com.google.android.youtube,5
183742,34,39.6,34269.395526,344404a75543aaf0,118.333333,1,?,82.666667,17,3,12,?,3.4,4,775.333333,?,?,55.333333,com.google.android.youtube,5
239394,33,40.333333,265579.499126,344404a75543aaf0,146.333333,1,?,81,17,4,13,?,3.32,4,748.666667,?,?,61,com.google.android.youtube,5
295293,33,39.866667,19012.927013,344404a75543aaf0,275.333333,1,?,170.666667,17,5,14,?,3.32,4,723.333333,?,?,55.333333,com.jaraxa.todocoleccion,5
350153,33,39.633333,1002136.969574,344404a75543aaf0,483,1,?,175.333333,17,6,15,?,3.2,4,748,?,?,56,com.jaraxa.todocoleccion,5
405281,32.333333,39.566667,8544.77921,344404a75543aaf0,508,1,?,83.666667,17,7,16,?,3.32,4,759.333333,?,?,54.666667,org.pol.jmgo.qoesurveyor,5
461084,31,39.966667,20644194.756554,344404a75543aaf0,177.5,1,?,364,17,8,17,?,3.32,4,763,?,?,59,com.google.android.youtube,5
520526,31,39.966667,4549905.838041,344404a75543aaf0,113.333333,1,?,81.666667,17,9,18,?,3.32,4,763.333333,?,?,57,com.google.android.youtube,5
575943,30.666667,40.366667,75408.198863,344404a75543aaf0,289,1,?,88.5,17,10,19,?,3.2,4,756.333333,?,?,58,com.google.android.youtube,5
633479,30,40,9343.48143,344404a75543aaf0,215,1,?,91,17,11,20,?,3.32,4,755.666667,?,?,55.666667,com.google.android.youtube,5
690352,30,39.733333,1091922.005571,344404a75543aaf0,321.666667,1,?,84.666667,17,12,21,?,3.2,4,760.666667,?,?,54.666667,com.google.android.youtube,5
961407,29,40.233333,104325.146707,344404a75543aaf0,189.666667,1,?,132,17,13,22,?,3.4,7,907,?,?,61.666667,org.pol.jmgo.qoesurveyor,5
1016764,29,40.8,16502994.011976,344404a75543aaf0,167,1,?,121,17,14,23,?,3.4,7,844,?,?,59.333333,org.pol.jmgo.qoesurveyor,5
1072430,27.333333,40.433333,335128.66547,344404a75543aaf0,246,1,?,81.666667,17,15,24,?,3.32,7,858.333333,?,?,57,com.google.android.youtube,5
1128567,27,40.533333,710059.171598,344404a75543aaf0,101,1,?,86,17,16,25,?,3.4,7,861.333333,?,?,57.666667,com.google.android.youtube,5
1184038,27,40.633333,35108280.254777,344404a75543aaf0,103.333333,1,?,81,17,17,26,?,3.4,7,852.666667,?,?,58,com.google.android.youtube,5
1242271,27,40.833333,777570.093458,344404a75543aaf0,86.5,1,?,79.5,17,18,27,?,3.32,7,863,?,?,58.333333,com.google.android.youtube,5
1297959,26,40.733333,15793.649329,344404a75543aaf0,172.25,1,?,83,17,19,28,?,3.4,7,864.333333,?,?,56.666667,com.google.android.youtube,5
1354798,26,41.066667,305102.577591,344404a75543aaf0,177.333333,1,?,99.333333,17,20,29,?,3.4,7,874.333333,?,?,61,com.google.android.youtube,5
1410588,25.666667,41.4,305102.577591,344404a75543aaf0,480.25,1,?,550,17,21,30,?,3,7,862.666667,?,?,61.666667,com.google.android.youtube,5
1460996,24.666667,41.133333,1395.670409,344404a75543aaf0,289.5,1,?,143.75,17,22,31,?,3.32,7,871,?,?,58.666667,com.whatsapp,5
28633791,89.333333,40.133333,808231.992516,344404a75543aaf0,83.333333,1,?,102.666667,17,1,32,5,3.4,6,870,?,?,63,org.pol.jmgo.qoesurveyor,4
28688177,88.333333,40.866667,876058.506543,344404a75543aaf0,342.666667,1,?,178.333333,17,2,33,5,3.2,6,857,?,?,61.666667,org.pol.jmgo.qoesurveyor,4
28743463,88,41.3,354489.525738,344404a75543aaf0,176.666667,1,?,164.333333,17,3,34,5,3.32,6,832.333333,?,?,62.666667,com.android.chrome,4
28799984,88,41.166667,145722.264534,344404a75543aaf0,326.333333,1,?,108,17,4,35,5,3.2,6,854.666667,?,?,59.333333,com.android.chrome,5
28854968,87,41.6,139991.377343,344404a75543aaf0,200.666667,1,?,100.666667,17,5,36,5,3.32,6,831.333333,?,?,63,com.android.chrome,5
28910038,87,41.933333,80700.256191,344404a75543aaf0,344,1,?,241.666667,17,6,37,5,3.2,6,828.666667,?,?,61,com.android.chrome,5
28965786,86.333333,40.8,250.438899,344404a75543aaf0,380.666667,1,?,265.666667,17,7,38,5,3,6,836,?,?,54.666667,com.android.chrome,5
29020971,85.5,41.15,1062366.611335,344404a75543aaf0,245,1,?,185,17,8,39,5,3.266667,6,823.5,?,?,61,com.android.chrome,3
29076224,85,41.4,525938.76372,344404a75543aaf0,377.25,1.25,?,171,17.25,9,40,5,3.32,6,827,?,?,59.333333,com.android.chrome,4
29130451,84,42.133333,1661538.461538,344404a75543aaf0,229.666667,1,?,209.333333,17,10,41,5,3.266667,6,799,?,?,62.666667,com.android.chrome,1
29187172,83.666667,42.433333,1633.219688,344404a75543aaf0,334.666667,1,?,82,17,11,42,5,?,6,779.666667,?,?,65,com.android.chrome,4
6715712,?,?,5234567.901235,344404a75543aaf0,?,?,?,?,?,1,43,4,?,1,?,?,?,?,?,4
6773642,78,36.9,235847.845621,344404a75543aaf0,99.666667,1,?,78.666667,17,2,44,4,3.4,1,919,?,?,62.666667,com.android.chrome,3
6829188,76.666667,38.233333,4710.140107,344404a75543aaf0,85.666667,1,?,96,17,3,45,4,3.4,1,844.666667,?,?,64.333333,com.android.chrome,4
6884842,76,39.066667,5134883.72093,344404a75543aaf0,122,1,?,92,17,4,46,4,3.32,1,810.333333,?,?,64,com.android.chrome,4
6939806,75.666667,39.433333,2285714.285714,344404a75543aaf0,134.6,1.2,?,91,17,5,47,4,3.4,1,836.666667,?,?,60.333333,com.android.chrome,3
6997844,75,39.9,1969208.736126,344404a75543aaf0,316,1,?,81,17,6,48,4,3.32,1,837,?,?,61.333333,com.android.chrome,4
7053041,74,41,8837782.340862,344404a75543aaf0,115,1.333333,?,104,17.333333,7,49,4,3.4,1,778,?,?,66.5,com.android.chrome,3
7109681,73,42.2,1110375.705665,344404a75543aaf0,91.5,1,?,92,17,8,50,4,3.4,1,800,?,?,67.666667,com.android.chrome,3
7169408,72.666667,41.466667,413903.200058,344404a75543aaf0,102,1,?,87.5,17,9,51,4,3.4,1,796,?,?,59.333333,com.android.chrome,4
7226761,72,42.066667,179542.511869,344404a75543aaf0,150.5,1,?,98.75,17,10,52,4,3.4,1,759,?,?,64.333333,com.android.chrome,3
7592003,41,38.366667,161289.85062,344404a75543aaf0,113.333333,1,?,79.333333,17,1,53,4,3.32,3,1044.333333,?,?,62.333333,org.pol.jmgo.qoesurveyor,4
7644200,40.666667,39.866667,1597246.127367,344404a75543aaf0,120.25,1,?,81.75,17,2,54,4,3.4,3,909.333333,?,?,64,org.pol.jmgo.qoesurveyor,4
7699790,39.75,40.95,1045191.689869,344404a75543aaf0,106,1,?,81,17,3,55,4,3.4,3,876.75,?,?,67,com.android.chrome,4
7759039,39,40.5,15375174.337517,344404a75543aaf0,327,1,?,451.666667,17,4,56,4,3,3,796.333333,?,?,61,com.android.chrome,4
7813634,38.333333,40.666667,1454.046829,344404a75543aaf0,328,1,?,221,17,5,57,4,3,3,809.333333,?,?,61.333333,com.android.chrome,4
7869730,37.666667,41.033333,203522.504892,344404a75543aaf0,346,1,?,325,17,6,58,4,3,3,813,?,?,61.333333,com.android.chrome,4
7925514,37,40.833333,13785.675821,344404a75543aaf0,310.5,1,?,299,17,7,59,4,3.2,3,804.666667,?,?,60.333333,com.android.chrome,4
7985932,36,41.333333,6413030.831879,344404a75543aaf0,467.666667,1,?,227,17,8,60,4,3.2,3,825,?,?,61,com.android.chrome,4
8049890,35.666667,41.733333,2440.227989,344404a75543aaf0,334,1,?,334,17,9,61,4,3,3,828.333333,?,?,61.666667,com.android.chrome,4
8101677,34.333333,42.566667,12679665.738162,344404a75543aaf0,321,1,?,203,17,10,62,4,3,3,790.666667,?,?,67.333333,com.android.chrome,5
36946061,55,35.766667,1480427.046263,344404a75543aaf0,190.666667,1,?,137.333333,17,1,63,3,3.4,5,1115.666667,?,?,59.333333,com.google.android.youtube,5
37006399,54.333333,35.666667,123828.210159,344404a75543aaf0,744.5,1,?,83,17,2,64,3,3.32,5,1158,?,?,53.333333,com.google.android.youtube,5
37067166,54,35.533333,1186524.593693,344404a75543aaf0,199.666667,1,?,83.666667,17,3,65,3,3.32,5,1108.666667,?,?,52,com.google.android.youtube,5
37127768,53,35.4,14017.295288,344404a75543aaf0,195,1,?,95.333333,17,4,66,3,3.32,5,1104.666667,?,?,51,com.google.android.youtube,5
37187069,52.666667,35.033333,4538.844505,344404a75543aaf0,238.333333,1,?,161.666667,17,5,67,3,3.2,5,1099,?,?,49.666667,com.google.android.youtube,5
37242814,52,35.366667,1766666.666667,344404a75543aaf0,293.75,1,?,194.25,17,6,68,3,3.2,5,1096.333333,?,?,52.666667,com.google.android.youtube,5
37296013,51.333333,36.033333,304322.766571,344404a75543aaf0,201.333333,1,?,170.333333,17,7,69,3,3.4,5,1071,?,?,54.666667,com.google.android.youtube,5
37359171,51,36,10331771.321462,344404a75543aaf0,179.666667,1,?,94,17,8,70,3,3.2,5,1070.333333,?,?,53.333333,com.google.android.youtube,5
37416903,51,35.8,13819.235484,344404a75543aaf0,444,1,?,77.666667,17,9,71,3,3.2,5,1065.666667,?,?,51.666667,com.google.android.youtube,5
37475143,50,35.666667,1777.499704,344404a75543aaf0,306.333333,1,?,162,17,10,72,3,3,5,1061.333333,?,?,50.333333,com.google.android.youtube,5
60598,59,32.4,47100.382691,0264ea70c8976793,?,?,9,?,?,1,0,?,4,1,3182,27,3,32.4,com.google.android.youtube,3
105375,59,32.5,490476.190476,0264ea70c8976793,13,1,9,59,10,2,1,?,4,1,3193,27,3,32.5,com.google.android.youtube,3
111990,59,32.5,78238.775887,0264ea70c8976793,13,1,9,35,10,3,2,?,4,1,3193,27,3,32.5,com.google.android.youtube,5
150597,59,32.75,148972972.972973,0264ea70c8976793,13,1,9,11,10,4,3,?,4,1,3205,27,3,32.75,com.google.android.youtube,3
194448,59,32.9,3608.606317,0264ea70c8976793,18,1,9,14.5,10,5,4,?,4,1,3168,27,3.5,32.9,com.google.android.youtube,3
223239,59,33,2569.729517,0264ea70c8976793,27,1,9,16,10,6,5,?,4,1,3132.5,27,3.666667,33,com.google.android.youtube,2
282760,59,33.3,17652.239356,0264ea70c8976793,22,1,9,7,10,7,6,?,4,1,3118,27,3,33.3,org.pol.jmgo.qoesurveyor,2
336156,59,33.5,1232238.80597,0264ea70c8976793,21.666667,1,9,39,10,8,7,?,4,1,3075.333333,27,3,33.5,com.google.android.youtube,5
380692,59,33.75,160074.345124,0264ea70c8976793,29,1,9,13,10,9,8,?,4,1,3076,27,3,33.75,com.google.android.youtube,4
431108,59,33.95,88903225.806452,0264ea70c8976793,9,1,9,149,10,10,9,?,4,1,3091,27,3,33.95,com.google.android.youtube,5
541714,59,33.8,341850.657405,0264ea70c8976793,10,1,9,311,10,11,10,?,4,1,3088,27,4,33.8,com.google.android.youtube,1
586093,59,33.75,47976.011994,0264ea70c8976793,23,1,9,54,10,12,11,?,4,1,3104.5,27,4,33.75,com.google.android.youtube,5
625995,59,33.75,1140096.618357,0264ea70c8976793,13,1,9,7,10,13,12,?,4,1,3127.5,27,3.5,33.75,com.google.android.youtube,4
665376,59,33.75,2364.690436,0264ea70c8976793,13,1,9,13,10,14,13,?,4,1,3064,27,3,33.75,com.google.android.youtube,5
705915,59,33.7,7316103.379722,0264ea70c8976793,12,1,9,35,10,15,14,?,4,1,2997,27,3,33.7,com.google.android.youtube,5
765665,59,33.5,2101010.10101,0264ea70c8976793,7,1,9,78,10,16,15,?,4,1,2955,27,2,33.5,com.supercell.clashofclans,5
847207,59,33.35,3310344.827586,0264ea70c8976793,30,1,9,20,10,17,16,?,4,1,2884,27,2.5,33.35,com.supercell.clashofclans,5
912038,59,33.3,92712.27992,0264ea70c8976793,16.5,1,9,14.5,10,18,17,?,4,1,2963,27,3,33.3,com.supercell.clashofclans,5
938377,59.5,33.3,607299.270073,0264ea70c8976793,17,1,9,13,10,19,18,?,4,1,2938.5,27,3,33.3,org.pol.jmgo.qoesurveyor,5
988808,60,33.25,1239929.947461,0264ea70c8976793,9,1,9,41.5,10,20,19,?,4,1,2977.5,27,3,33.25,net.oneplus.launcher,5
993805,60,33.25,5951482.479784,0264ea70c8976793,9,1,9,41.5,10,21,20,?,4,1,2977.5,27,3,33.25,net.oneplus.launcher,5
997708,60,33.2,5312000,0264ea70c8976793,9,1,9,41.5,10,22,21,?,4,1,3041,27,3,33.2,net.oneplus.launcher,5
1003145,60,33.2,168200.377841,0264ea70c8976793,9,1,9,41.5,10,23,22,?,4,1,3041,27,3,33.2,net.oneplus.launcher,5
1006124,60,33.2,560420.315236,0264ea70c8976793,9,1,9,72,10,24,23,?,4,1,3041,27,3,33.2,net.oneplus.launcher,5
1008545,60,33.2,25140.832121,0264ea70c8976793,9,1,9,72,10,25,24,?,4,1,3041,27,3,33.2,net.oneplus.launcher,5
1011134,60,33.2,347.056959,0264ea70c8976793,9,1,9,72,10,26,25,?,4,1,3041,27,3,33.2,net.oneplus.launcher,4
1014201,60,33.2,516962.843296,0264ea70c8976793,9,1,9,72,10,27,26,?,4,1,3041,27,3,33.2,net.oneplus.launcher,1
1016781,60,33.2,516962.843296,0264ea70c8976793,9,1,9,72,10,28,27,?,4,1,3041,27,3,33.2,net.oneplus.launcher,5
1075590,60,33.3,7214659.685864,0264ea70c8976793,?,?,9,?,?,29,28,?,4,1,3010,27,3,33.3,net.oneplus.launcher,5
1136835,60,33.7,0,0264ea70c8976793,28,1,9,10,10,30,29,?,4,1,2992,27,2,33.7,com.google.android.youtube,5
1176191,60,33.85,0,0264ea70c8976793,27,1,9,10,10,31,30,?,4,1,2892.5,27,2,33.85,com.google.android.youtube,5
1191332,60,33.85,0,0264ea70c8976793,19.5,1,9,10.5,10,32,31,?,4,1,2892.5,27,2,33.85,com.google.android.youtube,5
1195902,60,34,0,0264ea70c8976793,19.5,1,9,10.5,10,33,32,?,4,1,2793,27,?,34,com.google.android.youtube,5
253605,78,32.55,0,0264ea70c8976793,15,1,9,14.5,10,1,33,?,4,3,2904,27,3,32.55,org.pol.jmgo.qoesurveyor,5
258762,78,32.55,127591.706539,0264ea70c8976793,15,1,9,14.5,10,2,34,?,4,3,2904,27,3,32.55,org.pol.jmgo.qoesurveyor,5
165089,65,30.45,0,0264ea70c8976793,12,1,9,12,10,1,35,?,4,2,3846,27,3,30.45,com.android.chrome,5
60000,83,30.233333,7746031.746032,3c66f51dbc94d163,74.5,2,9,37.5,9,1,0,4,4,1,2103,26,4,39.166667,com.android.vpndialogs,3
113743,83,30.633333,2439.01295,3c66f51dbc94d163,86.666667,2,9,30.333333,9,2,1,4,4,1,2112.333333,26,4,42.133333,com.twitter.android,3
138867,83,30.766667,28690.071725,3c66f51dbc94d163,91.5,2,9,22.5,9,3,2,4,4,1,2144,26,4,41.666667,com.twitter.android,2
188688,83,31.075,125231.719876,3c66f51dbc94d163,68,2,9,26.666667,9,4,3,4,4,1,2206.75,26,4,41.575,com.facebook.katana,3
369455,82,31.1,0,3c66f51dbc94d163,?,?,9,?,?,5,4,4,4,1,2172,26,4,37.1,org.pol.jmgo.qoesurveyor,3
624295,?,?,0,3c66f51dbc94d163,?,?,9,?,?,6,5,4,?,1,?,26,?,?,?,2
414589,?,?,0,dcceb1b848daf324,?,?,4,?,?,1,0,2.5,?,1,?,23,?,?,?,3
73666,?,?,454826.906839,6f2a6c95c065c7a3,103.333333,2,3,52.333333,8,1,0,5,4,1,750,24,4,37.333333,com.android.vending,2
175343,?,?,90121.317158,6f2a6c95c065c7a3,110.5,2,3,49,8,2,1,5,4,1,735.5,24,4,40.25,com.google.android.youtube,3
231291,?,?,123367.117746,6f2a6c95c065c7a3,114.5,2,3,66,8,3,2,5,4,1,701,24,4,40.25,com.netflix.mediaclient,1
285205,?,?,5144.18912,6f2a6c95c065c7a3,107.333333,2,3,108.666667,8,4,3,5,4,1,715.333333,24,4,42,com.netflix.mediaclient,2
338976,?,?,2522654.462243,6f2a6c95c065c7a3,109,2,3,63.666667,8,5,4,5,4,1,695.666667,24,4,44,org.pol.jmgo.qoesurveyor,1
398696,?,?,7239.26751,6f2a6c95c065c7a3,78.25,2,3,52.25,8,6,5,5,4,1,689.666667,24,4,44.333333,com.android.chrome,1
450898,?,?,14462.712336,6f2a6c95c065c7a3,75.666667,2,3,47,8,7,6,5,4,1,666.666667,24,4,45.333333,com.google.android.youtube,1
508187,?,?,1079284.387526,6f2a6c95c065c7a3,113.5,2,3,49.5,8,8,7,5,4,1,711.666667,24,4,46.333333,com.android.systemui,1
563957,?,?,25852.057561,6f2a6c95c065c7a3,107,2,3,52,8,9,8,5,4,1,733,24,4,44,com.android.systemui,1
618011,?,?,93430.656934,6f2a6c95c065c7a3,81.25,2,3,53.5,8,10,9,5,?,1,741.666667,24,?,44.333333,com.google.android.youtube,2
641281,?,?,204112.718964,6f2a6c95c065c7a3,74,2,3,53,8,11,10,5,?,1,740.5,24,?,44.5,com.google.android.youtube,1
47609,40,30.65,90651.558074,f25d48f8931ef23f,32,1,6,15.5,10,1,0,?,4,4,360,24,2,49.5,android,4
93182,40,30.866667,12574031.890661,f25d48f8931ef23f,32.333333,1,6,12.666667,10,2,1,?,4,4,341.666667,24,2,49.666667,android,5
136358,40,31.3,2060854.956132,f25d48f8931ef23f,33,1,6,13.5,10,3,2,?,4,4,307.666667,24,2,51,android,3
181167,39.666667,31.633333,0,f25d48f8931ef23f,50,1,6,13.333333,10,4,3,?,4,4,282.333333,24,2,52,com.sec.android.app.sbrowser,2
227229,39,32,0,f25d48f8931ef23f,21.666667,1,6,13,10,5,4,?,4,4,287,24,2,52,com.sec.android.app.sbrowser,1
268993,39,32.166667,0,f25d48f8931ef23f,22,1,6,12,10,6,5,?,4,4,273.666667,24,2,50.333333,com.sec.android.app.sbrowser,1
314224,39,32.433333,0,f25d48f8931ef23f,22.666667,1,6,13,10,7,6,?,4,4,284.333333,24,2,48.333333,com.sec.android.app.sbrowser,2
359551,39,32.8,0,f25d48f8931ef23f,18.5,1,6,12.5,10,8,7,?,4,4,289.5,24,2,52,com.sec.android.app.sbrowser,1
409902,38,32.8,0,f25d48f8931ef23f,22.666667,1,6,35,10,9,8,?,4,4,310.5,24,2,51,com.sec.android.app.sbrowser,1
451332,38,32.8,0,f25d48f8931ef23f,22.666667,1,6,12.333333,10,10,9,?,4,4,310.5,24,2,49.5,com.sec.android.app.sbrowser,1
496593,38,32.8,0,f25d48f8931ef23f,19,1,6,22.666667,10,11,10,?,4,4,306.5,24,2,51.5,com.whatsapp,1
541936,38,33.1,0,f25d48f8931ef23f,21.666667,1,6,13,10,12,11,?,4,4,298,24,2,51,com.google.android.youtube,2
586903,38,33.1,0,f25d48f8931ef23f,25.666667,1,6,31.333333,10,13,12,?,4,4,286.666667,24,2,51.333333,org.pol.jmgo.qoesurveyor,2
58935,49,26.95,309793.452297,f25d48f8931ef23f,955,2,6,56.5,9,1,13,?,4,1,405,24,2,37.5,com.google.android.youtube,2
103871,49,27.15,61586592.178771,f25d48f8931ef23f,56.5,2,6,37.5,9,2,14,?,?,1,342.5,24,?,41,com.google.android.youtube,1
50582,76,23.65,900546.448087,f25d48f8931ef23f,32.5,1,6,24.5,10,1,15,?,4,3,316,24,2,31,android,3
11264,?,?,158477.240429,f25d48f8931ef23f,?,?,6,?,?,1,16,?,4,2,?,24,?,?,?,4
12237,?,?,117633.219621,f25d48f8931ef23f,?,?,6,?,?,2,17,?,4,2,?,24,?,?,?,2
12814,?,?,1664000,f25d48f8931ef23f,?,?,6,?,?,3,18,?,4,2,?,24,?,?,?,3
61131,89,27.7,158477.240429,f25d48f8931ef23f,25.5,1,6,16.5,10,4,19,?,4,2,397,24,2,34,com.sec.android.app.launcher,3
105956,89,27.95,1352941.176471,f25d48f8931ef23f,30.333333,1,6,14.666667,10,5,20,?,4,2,360,24,2,39,com.sec.android.app.launcher,3
154199,89,28.3,2823047.37516,f25d48f8931ef23f,24.333333,1,6,12.666667,10,6,21,?,4,2,298,24,2,41,org.pol.jmgo.qoesurveyor,4
201899,89,28.45,0,f25d48f8931ef23f,22,1,6,12,10,7,22,?,4,2,296.5,24,2,37,com.google.android.youtube,2
60855,75.333333,34.966667,3183157.894737,c43e0a23ab297d87,170,2,8,34.5,9,1,0,5,?,2,666.333333,26,?,0.456333,org.pol.jmgo.qoesurveyor,4
150846,74,36.666667,166001.596169,c43e0a23ab297d87,95,2,8,35,9,2,1,5,4,2,733.333333,26,4,0.426667,com.facebook.katana,3
62127,53,37.233333,50116.139931,c43e0a23ab297d87,55,2,8,25,9,1,2,5,?,4,770,26,?,0.435,com.sonelli.juicessh,3
121797,52.666667,37.733333,171052.631579,c43e0a23ab297d87,68,2,8,24.333333,9,2,3,5,?,4,696.333333,26,?,0.439333,com.sonelli.juicessh,1
177130,52,37.75,26067.615238,c43e0a23ab297d87,79,2,8,31.75,9,3,4,5,4,4,744.25,26,3,0.442,com.instagram.android,1
187205,52,37.833333,10143.012806,c43e0a23ab297d87,79,2,8,31.75,9,4,5,5,4,4,756.333333,26,3,0.444667,com.instagram.android,1
247898,52,37.5,192153.722978,c43e0a23ab297d87,73,2,8,34,9,5,6,5,4,4,743.5,26,3,0.43325,com.instagram.android,1
300922,51,37.666667,211365.902293,c43e0a23ab297d87,68.666667,2,8,28,9,6,7,5,?,4,751,26,?,0.429333,com.android.settings,1
358453,50.666667,38.233333,21652.835748,c43e0a23ab297d87,60,2,8,25.5,9,7,8,5,4,4,667.666667,26,3,0.444333,com.android.chrome,1
427685,50,37.75,1909.483154,c43e0a23ab297d87,81,2,8,17,9,8,9,5,4,4,593,26,3,0.431,android,1
470288,50,36.866667,1921.042165,c43e0a23ab297d87,48,2,8,26.5,9,9,10,5,4,4,618.333333,26,3,0.397,com.whatsapp,1
529212,49.666667,37.166667,1024000,c43e0a23ab297d87,79,2,8,106,10,10,11,5,?,4,738.666667,26,?,0.435667,com.whatsapp,1
589362,48.333333,39.066667,27460815.047022,c43e0a23ab297d87,4322.333333,2,8,631,9,11,12,5,?,4,681.333333,26,?,0.481667,com.whatsapp,3
1929579,?,?,0,c43e0a23ab297d87,?,?,8,?,?,12,13,?,?,4,?,26,?,?,?,3
69730,50,38.966667,69849.161411,c43e0a23ab297d87,83.666667,2,8,35.333333,9,1,14,?,4,3,715.333333,26,3,0.483333,com.sonyericsson.home,1
194889,49.75,37.275,259190.031153,c43e0a23ab297d87,1851.75,2,8,25,9,2,15,?,4,3,737,26,3,0.40375,py.com.itau.tokpag,1
254744,49,37.133333,4494.570057,c43e0a23ab297d87,132.5,2,8,1295.5,9.5,3,16,?,4,3,713.666667,26,3,0.413667,py.com.itau.tokpag,1
263155,49,37.133333,37987.398411,c43e0a23ab297d87,132.5,2,8,1295.5,9.5,4,17,?,4,3,713.666667,26,3,0.413667,py.com.itau.tokpag,3
